Master	Secondary	Date_analyzed	Analyzed_by	Video_type	Species	Architecture	Frame	Timestamp_min	Number_of_zooids	Colony_motion_length_mm	Colony_stolon_length_mm	Zooid_length_mm	Zooid_width_mm	Zooid_measured	Frontal_zooids	Frontal_CSA_mm2	Jet_motion_angle	Dorso-Ventral_Zooid_Stolon_angle	Notes
A001C0276_20210919221503_0001	B003C0269_20210919221504_0001	11/22/22	ADS	Stereo	Cyclosalpa sewelli	Cluster	0	0	6										
A001C0276_20210919221503_0001	B003C0269_20210919221504_0001	11/22/22	ADS	Stereo	Cyclosalpa sewelli	Cluster	1110	0.1543		25.551	45.676								
A001C0276_20210919221503_0001	B003C0269_20210919221504_0001	11/22/22	ADS	Stereo	Cyclosalpa sewelli	Cluster	1110	0.1543				16.64	9.463	Leftmost					
A001C0276_20210919221503_0001	B003C0269_20210919221504_0001	11/22/22	ADS	Stereo	Cyclosalpa sewelli	Cluster	1090	0.1515						3rd from left				76.344	
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	4100	0.57						4			28.88		
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	4100	0.57						5			38.033		
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	4566	0.6348							2	180.827			
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	4500	0.6256	19										
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	4200	0.5839					12.695	5					
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	3440	0.4783				21.48	8.764	1					
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	3940	0.5478					13.118	4					
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	3940	0.5478				21.17		5					
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	11/22/22	ADS		Ritteriella amboinensis	Bipinnate	510	0.0709				24.11		19					
A001C0332_20210921222049_0001_1	B003C0308_20210921222050_0001	12/7/22	ADS		Ritteriella amboinensis	Bipinnate	3520	0.4894						3			33.652		
A001C0322_20210921220127_0001	B001C0298_20210921220128_0001	1/18/23	ABP		Ritteriella amboinensis	Bipinnate	943	0.1311	21	277.892	277.892				1				Speeds saved to csv file with master name
A001C0322_20210921220127_0001	B001C0298_20210921220128_0001	1/23/23	ABP		Ritteriella amboinensis	Bipinnate	1003	0.1394	21			26.047	9.561	8					
A001C0322_20210921220127_0001	B001C0298_20210921220128_0001	1/23/23	ABP		Ritteriella amboinensis	Bipinnate	1003	0.1394	21			23.359	10.374	10					
A001C0322_20210921220127_0001	B001C0298_20210921220128_0001	1/23/23	ABP		Ritteriella amboinensis	Bipinnate	1003	0.1394	21			22.699	11.131	12					
A001C0323_20210921220235_0001	B003C0299_20210921220236_0001	1/26/23	KAW		Ritteriella amboinensis	Bipinnate	1392	0.1935	21	291.444	291.444				2				
A001C0323_20210921220235_0001	B003C0299_20210921220236_0001	3/9/23	KAW		Ritteriella amboinensis	Bipinnate	2292	0.3186	21			22.705	10.298	7					
A001C0323_20210921220235_0001	B003C0299_20210921220236_0001	3/9/23	KAW		Ritteriella amboinensis	Bipinnate	2292	0.3186	21			19.344	6.092	2					
A001C0323_20210921220235_0001	B003C0299_20210921220236_0001	3/9/23	KAW		Ritteriella amboinensis	Bipinnate	2292	0.3186	21			19.383	6.531	4					
A002C0010_20220420224658_0001	B004C0010_20220420224701_0001	4/27/23	KAW		Brooksia rostrata	Bipinnate	800	0.2224	27	95.004	95.004				1				
A002C0010_20220420224658_0001	B004C0010_20220420224701_0001	4/27/23	KAW		Brooksia rostrata	Bipinnate	0	0	27			8.149	4.757	1					
A002C0010_20220420224658_0001	B004C0010_20220420224701_0001	4/27/23	KAW		Brooksia rostrata	Bipinnate	0	0	27			9.82	4.31	2					
A002C0010_20220420224658_0001	B004C0010_20220420224701_0001	4/27/23	KAW		Brooksia rostrata	Bipinnate	0	0	27			8.487	4.964	3					
A002C0055_20220421230043_0001	B004C0055_20220421230046_0001	5/4/23	ABP		Brooksia rostrata	Bipinnate	480	0.1335	18	64.004	64.004	7.069	4.815	1					
A002C0055_20220421230043_0001	B004C0055_20220421230046_0001	5/5/23	ABP		Brooksia rostrata	Bipinnate	250	0.0695				5.543	5.771	2					
A002C0055_20220421230043_0001	B004C0055_20220421230046_0001	5/6/23	ABP		Brooksia rostrata	Bipinnate	250	0.0695				6.059	3.698	3					
A002C0055_20220421230043_0001	B004C0055_20220421230046_0001	5/7/23	ABP		Brooksia rostrata	Bipinnate								1			23.644		
A002C0055_20220421230043_0001	B004C0055_20220421230046_0001	5/4/23	ABP		Brooksia rostrata	Bipinnate								3			23.357		
A002C0055_20220421230043_0001	B004C0055_20220421230046_0001	5/4/23	ABP		Brooksia rostrata	Bipinnate								5			23.18		
A002C0061_20220421230910_0001	B004C0061_20220421230913_0001	5/4/23	ABP		Cyclosalpa affinis	Whorl								1			39.379		
A002C0061_20220421230910_0001	B004C0061_20220421230913_0001	5/4/23	ABP		Cyclosalpa affinis	Whorl								2			47.192		
A002C0061_20220421230910_0001	B004C0061_20220421230913_0001	5/4/23	ABP		Cyclosalpa affinis	Whorl								3			28.761		
A001C0341_20210921224426_0001	B003C0317_20210921224427_0001	5/19/23	KAW		Pegea sp.	Transversal	0	0	20			31.186	11.264	1					
A001C0341_20210921224426_0001	B003C0317_20210921224427_0001	5/19/23	KAW		Pegea sp.	Transversal	0	0	20			21.805	13.963	2					
A001C0341_20210921224426_0001	B003C0317_20210921224427_0001	5/19/23	KAW		Pegea sp.	Transversal	0	0	20			30.596	12.389	4					
A001C0330_20210921221301_0001	B003C0306_20210921221301_0001	5/22/23	KAW		Cyclosalpa bakeri	Whorl	250	0.0348	11			8.057	3.892	1					
A001C0330_20210921221301_0001	B003C0306_20210921221301_0001	5/22/23	KAW		Cyclosalpa bakeri	Whorl	250	0.0348				7.969	6.511	11					
A001C0330_20210921221301_0001	B003C0306_20210921221301_0001	5/22/23	KAW		Cyclosalpa bakeri	Whorl	270	0.0375				6.666	3.519	3					
A001C0330_20210921221301_0001	B003C0306_20210921221301_0001	5/22/23	KAW		Cyclosalpa bakeri	Whorl	1287	0.3579	2			31.901	17.883	2					
A001C0330_20210921221301_0001	B003C0306_20210921221301_0001	5/22/23	KAW		Cyclosalpa bakeri	Whorl	737	0.2049	2			33.393	18.363	1					
A001C0352_20210922221526_0001	B003C0328_20210922221527_0001	5/22/23	KAW		Pegea sp.	Transversal	3109	0.4322	4			30.728	16.412	1					
A001C0352_20210922221526_0001	B003C0328_20210922221527_0001	5/22/23	KAW		Pegea sp.	Transversal	3109	0.4322	4			38.953	20.609	2					
A001C0352_20210922221526_0001	B003C0328_20210922221527_0001	5/22/23	KAW		Pegea sp.	Transversal	3109	0.4322	4			39.07	17.974	3					
A002C0073_20220422223852_0001	B004C0073_20220422223855_0001	5/23/22	KAW		Cyclosalpa bakeri	Whorl	636	0.1768	13			4.545	2.311	1					
A002C0073_20220422223852_0001	B004C0073_20220422223855_0001	5/23/22	KAW		Cyclosalpa bakeri	Whorl	636	0.1768	13			4.836	2.363	2					
A002C0073_20220422223852_0001	B004C0073_20220422223855_0001	5/23/22	KAW		Cyclosalpa bakeri	Whorl	636	0.1768	13			4.782	2.653	3					
A001C0247_20210918223147_0001_1	B003C0244_20210918223148_0001	6/2/23	KAW		Cyclosalpa sewelli	Cluster	252	0.035	7			17.764	8.919	7					
A001C0247_20210918223147_0001_1	B003C0244_20210918223148_0001	6/2/23	KAW		Cyclosalpa sewelli	Cluster	252	0.035	7			15.435	10.179	1					
A001C0247_20210918223147_0001_1	B003C0244_20210918223148_0001	6/2/23	KAW		Cyclosalpa sewelli	Cluster	252	0.035	7			18.458	6.018	5					
A001C0247_20210918223147_0001_2	B003C0244_20210918223148_0001	6/2/23	KAW		Soestia zonaria	Linear	3309	0.46	8			25.304	12.515	1					
A001C0247_20210918223147_0001_2	B003C0244_20210918223148_0001	6/2/23	KAW		Soestia zonaria	Linear	3309	0.46	8			24.468	12.54	3					
A001C0247_20210918223147_0001_2	B003C0244_20210918223148_0001	6/2/23	KAW		Soestia zonaria	Linear	3309	0.46	8			25.621	12.59	7					
A001C0210_20210710142059_0001_1	B003C0206_20210710142059_0001	6/2/23	KAW		Cyclosalpa bakeri	Whorl	1351	0.1878	6			4.519	2.036	1					
A001C0210_20210710142059_0001_1	B003C0206_20210710142059_0001	6/2/23	KAW		Cyclosalpa bakeri	Whorl	1351	0.1878	6			3.767	1.949	2					
A001C0210_20210710142059_0001_1	B003C0206_20210710142059_0001	6/2/23	KAW		Cyclosalpa bakeri	Whorl	1351	0.1878	6			3.538	1.501	3					
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	7/24/23	KAW		Iasis cylindrica	Linear	0	0	17	79.021	79.021	11.806	5.368	17					
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/11/23	ABP		Iasis cylindrica	Linear	1552	0.02116	17					1			17.700		
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/11/23	ABP		Iasis cylindrica	Linear	1552	0.02116	17					2			12.999		
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/11/23	ABP		Iasis cylindrica	Linear	1552	0.02116	17					4			12.331		
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/11/23	ABP		Iasis cylindrica	Linear	1627	0.2262	17			11.592	6.284	1			15.643		
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/11/23	ABP		Iasis cylindrica	Linear	1627	0.2262	17			9.723	7.918	2			23.828		
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/11/23	ABP		Iasis cylindrica	Linear	1627	0.2262	17					5			15.172		
A001C0334_20210921222327_0001	B003C0310_20210921222328_0001	6/14/23	KAW		Salpa aspera	Linear	1401	0.1948	8			27.926	14.631	6					
A001C0334_20210921222327_0001	B003C0310_20210921222328_0001	6/14/23	KAW		Salpa aspera	Linear	1401	0.1948	8			25.724	14.064	7					
A001C0334_20210921222327_0001	B003C0310_20210921222328_0001	6/14/23	KAW		Salpa aspera	Linear	1401	0.1948	8			27.835	14.829	8					
A001C0320_20210921215927_0001	B003C0296_20210921215927_0001	6/14/23	KAW		Salpa maxima	Linear	1850	0.2572	2			48.129	30.804						
A001C0320_20210921215927_0001	B003C0296_20210921215927_0001	6/14/23	KAW		Salpa maxima	Linear	1850	0.2572	2			51.207	33.841						
A001C0348_20210922220852_0001	B003C0324_20210922220853_0001	6/14/23	KAW		Ritteriella sp.	Bipinnate	0	0	38			16.593	7.375	1					
A001C0348_20210922220852_0001	B003C0324_20210922220853_0001	6/14/23	KAW		Ritteriella sp.	Bipinnate	0	0	38			23.207	7.576	2					
A001C0348_20210922220852_0001	B003C0324_20210922220853_0001	6/14/23	KAW		Ritteriella sp.	Bipinnate	0	0	38			25.812	7.91	4					
A001C0349_20210922220958_0001	B003C0325_20210922220959_0001	6/15/23	KAW		Ritteriella sp.	Bipinnate	280	0.0389	31			23.682	16.25	1					
A001C0349_20210922220958_0001	B003C0325_20210922220959_0001	6/15/23	KAW		Ritteriella sp.	Bipinnate	280	0.0389	31			24.993	11.496	2					
A001C0349_20210922220958_0001	B003C0325_20210922220959_0001	6/15/23	KAW		Ritteriella sp.	Bipinnate	280	0.0389	31			24.238	11.471	4					
A002C0010_20220420224658_0001	B004C0010_20220420224701_0001	6/15/23	KAW		Brooksia rostrata	Bipinnate	658	0.183	27			7.065	3.561	2					
A002C0010_20220420224658_0001	B004C0010_20220420224701_0001	6/15/23	KAW		Brooksia rostrata	Bipinnate	658	0.183	27			6.202	4.023	3					
A002C0010_20220420224658_0001	B004C0010_20220420224701_0001	6/15/23	KAW		Brooksia rostrata	Bipinnate	658	0.183	27			8.189	5.132	4					
A001C0262_20210919202019_0001	B003C0255_20210919202020_0001	6/15/23	KAW		Cyclosalpa sewelli	Cluster	480	0.0667	7			12.584	3.675	1					
A001C0262_20210919202019_0001	B003C0255_20210919202020_0001	6/15/23	KAW		Cyclosalpa sewelli	Cluster	480	0.0667	7			11.418	3.704	2					
A001C0262_20210919202019_0001	B003C0255_20210919202020_0001	6/15/23	KAW		Cyclosalpa sewelli	Cluster	480	0.0667	7			13.94	3.314	3					
A001C0274_20210919203457_0001	B003C0267_20210919203458_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1279	0.7598	7			17.705	13.97	1					
A001C0274_20210919203457_0001	B003C0267_20210919203458_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1279	0.7598	7			18.209	13.797	2					
A001C0274_20210919203457_0001	B003C0267_20210919203458_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1279	0.7598	7			23.257	14.5	7					
A001C0326_20210921220800_0001	B003C0302_20210921220801_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1157	0.1609	2			17.069	7.959	1					
A001C0326_20210921220800_0001	B003C0302_20210921220801_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1157	0.1609	2			19.84	11.326	2					
A001C0351_20210922221355_0001	B003C0327_20210922221356_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1259	0.175	4			21.253	13.023	3					
A001C0351_20210922221355_0001	B003C0327_20210922221356_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1809	0.2515	4			20.336	11.819	1					
A001C0351_20210922221355_0001	B003C0327_20210922221356_0001	6/19/23	KAW		Cyclosalpa sewelli	Cluster	1809	0.2515	4			19.527	10.734	2					
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	6/19/23	ABP		Iasis cylindrica	Linear	856	0.119	12					1			31.856		
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	6/19/23	ABP		Iasis cylindrica	Linear	856	0.119	12					3			25.811		
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	6/19/23	ABP		Iasis cylindrica	Linear	856	0.119	12					5			27.545		
A002C0047_20220421225032_0001	B004C0047_20220421225035_0001	7/24/23	KAW		Cyclosalpa polae	Cluster	128	0.0356	2			17.091	33.996	1					
A002C0047_20220421225032_0001	B004C0047_20220421225035_0001	7/24/23	KAW		Cyclosalpa polae	Cluster	128	0.0356	2			18.183	27.573	2					
A002C0047_20220421225032_0001	B004C0047_20220421225035_0001	6/19/23	ABP		Cyclosalpa polae	Cluster	1404	0.3904	2	37.513	20.909			1*		302.46			Took CSA of zooid in lower left of yellow circle
A001C0113_20210709170400_0001	B003C0109_20210709170400_0001	7/24/23	KAW		Brooksia rostrata	Bipinnate	10057	1.3982	34	120.632	120.632	7.144	2.693	2					
A001C0113_20210709170400_0001	B003C0109_20210709170400_0001	7/24/23	KAW		Brooksia rostrata	Bipinnate	10057	1.3982	34			7.521	2.943	3					
A001C0113_20210709170400_0001	B003C0109_20210709170400_0001	7/24/23	KAW		Brooksia rostrata	Bipinnate	10057	1.3982	34			5.002	2.447	4					
A001C0113_20210709170400_0001	B003C0109_20210709170400_0001	6/19/23	ABP		Brooksia rostrata	Bipinnate	9088	1.2635	34							124.613			
A001C0115_20210709170736_0001	B003C0111_20210709170736_0001	6/19/23	ABP		Brooksia rostrata	Bipinnate	979	0.1361	20							64.006			
A001C0143_20210709181838_0001_1	B003C0139_20210709181838_0001	6/19/23	ABP		Brooksia rostrata	Bipinnate	1305	0.1814	11							202.792			
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	6/19/23	ABP		Cyclosalpa bakeri	Whorl	1554	0.216	4							113.721			
A001C0277_20210919221557_0001	B003C0270_20210919221559_0001	6/20/23	KAW		Iasis cylindrica	Linear	390	0.0542	80			10.459	8.636	1					
A001C0277_20210919221557_0001	B003C0270_20210919221559_0001	6/20/23	KAW		Iasis cylindrica	Linear	390	0.0542	80			7.645	5.119	2					
A001C0277_20210919221557_0001	B003C0270_20210919221559_0001	6/20/23	KAW		Iasis cylindrica	Linear	390	0.0542	80			7.884	4.92	3					
A001C0279_20210919221855_0001	B003C0272_20210919221857_0001	6/20/23	KAW		Iasis cylindrica	Linear	180	0.025	12			7.079	2.363	1					
A001C0279_20210919221855_0001	B003C0272_20210919221857_0001	6/20/23	KAW		Iasis cylindrica	Linear	180	0.025	12			6.063	2.467	2					
A001C0279_20210919221855_0001	B003C0272_20210919221857_0001	6/20/23	KAW		Iasis cylindrica	Linear	180	0.025	12			6.319	2.377	3					
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/20/23	KAW		Iasis cylindrica	Linear	2880	0.4004	17			10.773	5.354	1					
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/20/23	KAW		Iasis cylindrica	Linear	2880	0.4004	17			10.769	4.492	2					
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	6/20/23	KAW		Iasis cylindrica	Linear	2880	0.4004	17			10.546	3.735	4					
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	7/24/23	KAW		Iasis cylindrica	Linear	1391	0.1934	12	60.928	60.928								
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	6/20/23	KAW		Iasis cylindrica	Linear	1401	0.1948	12			10.575	5.944	1					
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	6/20/23	KAW		Iasis cylindrica	Linear	1401	0.1948	12			9.129	7.624	2					
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	6/20/23	KAW		Iasis cylindrica	Linear	1401	0.1948	12			8.705	6.864	5					
A001C0346_20210922220601_0001	B003C0322_20210922220602_0001	6/26/23	KAW		Iasis cylindrica	Linear	517	0.0719	36			7.753	5.053	1					
A001C0346_20210922220601_0001	B003C0322_20210922220602_0001	6/26/23	KAW		Iasis cylindrica	Linear	517	0.0719	36			8.553	4.877	2					
A001C0346_20210922220601_0001	B003C0322_20210922220602_0001	6/26/23	KAW		Iasis cylindrica	Linear	517	0.0719	36			8.496	5.28	36					
A001C0354_20210922222311_0001	B003C0330_20210922222312_0001	6/26/23	KAW		Iasis cylindrica	Linear	1361	0.1892	19			10.264	6.371	1					
A001C0354_20210922222311_0001	B003C0330_20210922222312_0001	6/26/23	KAW		Iasis cylindrica	Linear	61	0.0085	19			9.488	5.005	2					
A001C0354_20210922222311_0001	B003C0330_20210922222312_0001	6/26/23	KAW		Iasis cylindrica	Linear	61	0.0085	19			9.229	5.949	3					
A001C0355_20210922222503_0001	B003C0331_20210922222504_0001	6/26/23	KAW		Iasis cylindrica	Linear	1805	0.2509	77			7.307	4.041	1					
A001C0355_20210922222503_0001	B003C0331_20210922222504_0001	6/26/23	KAW		Iasis cylindrica	Linear	1805	0.2509	77			6.743	3.688	2					
A001C0355_20210922222503_0001	B003C0331_20210922222504_0001	6/26/23	KAW		Iasis cylindrica	Linear	1805	0.2509	77			4.478	2.579	77					
A001C0361_20210922223430_0001	B003C0337_20210922223431_0001	6/26/23	KAW		Iasis cylindrica	Linear	544	0.0756	36			9.789	4.774	1					
A001C0361_20210922223430_0001	B003C0337_20210922223431_0001	6/26/23	KAW		Iasis cylindrica	Linear	544	0.0756	36			10.085	4.469	2					
A001C0361_20210922223430_0001	B003C0337_20210922223431_0001	6/26/23	KAW		Iasis cylindrica	Linear	544	0.0756	36			9.47	6.223	3					
A002C0044_20220421224612_0001_1	B004C0044_20220421224615_0001	6/27/23	KAW		Iasis cylindrica	Linear	470	0.1307	120			6.143	2.546	1					
A002C0044_20220421224612_0001_1	B004C0044_20220421224615_0001	6/27/23	KAW		Iasis cylindrica	Linear	470	0.1307	120			6.03	3.012	2					
A002C0044_20220421224612_0001_1	B004C0044_20220421224615_0001	6/27/23	KAW		Iasis cylindrica	Linear	470	0.1307	120			7.747	2.504	3					
A002C0045_20220421224748_0001	B004C0045_20220421224751_0001	6/27/23	KAW		Iasis cylindrica	Linear	180	0.0501	88			9.587	5.544	13					
A002C0045_20220421224748_0001	B004C0045_20220421224751_0001	6/27/23	KAW		Iasis cylindrica	Linear	180	0.0501	88			10.29	5.7	14					
A002C0045_20220421224748_0001	B004C0045_20220421224751_0001	6/27/23	KAW		Iasis cylindrica	Linear	180	0.0501	88			10.114	5.04	15					
A002C0089_20220422230510_0001	B004C0089_20220422230512_0001	6/27/23	KAW		Iasis cylindrica	Linear	40	0.0111	9			9.326	5.86	1					
A002C0089_20220422230510_0001	B004C0089_20220422230512_0001	6/27/23	KAW		Iasis cylindrica	Linear	40	0.0111	9			10.273	8.308	2					
A002C0089_20220422230510_0001	B004C0089_20220422230512_0001	6/27/23	KAW		Iasis cylindrica	Linear	40	0.0111	9			9.429	5.308	3					
A001C0192_20210710135057_0001	B003C0188_20210710135057_0001	6/29/23	KAW		Iasis cylindrica	Linear	2813	0.3911	3			8.197	3.8	1					
A001C0192_20210710135057_0001	B003C0188_20210710135057_0001	6/29/23	KAW		Iasis cylindrica	Linear	2813	0.3911	3			7.646	3.051	2					
A001C0192_20210710135057_0001	B003C0188_20210710135057_0001	6/29/23	KAW		Iasis cylindrica	Linear	2813	0.3911	3			7.024	2.416	3					
A001C0093_20210708143858_0001	B003C0089_20210708143858_0001	6/29/23	KAW		Iasis cylindrica	Linear	1140	0.317	75			4.011	2.27	1					
A001C0093_20210708143858_0001	B003C0089_20210708143858_0001	6/29/23	KAW		Iasis cylindrica	Linear	1140	0.317	75			3.683	2.053	2					
A001C0093_20210708143858_0001	B003C0089_20210708143858_0001	6/29/23	KAW		Iasis cylindrica	Linear	1140	0.317	75			4.448	2.556	3					
A001C0143_20210709181838_0001_1	B003C0139_20210709181838_0001	6/29/23	KAW		Brooksia rostrata	Bipinnate	50	0.007	11			7.963	4.026	1					
