Master	Secondary	Date_analyzed	Analyzed_by	Video_type	Species	Architecture	Frame	Timestamp_min	Number_of_zooids	Colony_motion_length_mm	Colony_stolon_length_mm	Zooid_length_mm	Zooid_width_mm	Zooid_measured	Frontal_zooids	Frontal_CSA_mm2	Jet_motion_angle	Dorso-Ventral_Zooid_Stolon_angle	Notes
A001C0143_20210709181838_0001_1	B003C0139_20210709181838_0001	6/29/23	KAW		Brooksia rostrata	Bipinnate	50	0.007	11			9.282	4.45	3					
A001C0143_20210709181838_0001_1	B003C0139_20210709181838_0001	6/29/23	KAW		Brooksia rostrata	Bipinnate	50	0.007	11			9.034	4.325	5					
A001C0143_20210709181838_0001_2	B003C0139_20210709181838_0001	6/29/23	KAW		Iasis cylindrica	Linear	2000	0.2781	49			4.399	3.081	49					
A001C0143_20210709181838_0001_2	B003C0139_20210709181838_0001	6/29/23	KAW		Iasis cylindrica	Linear	2000	0.2781	49			4.97	3.646	48					
A001C0143_20210709181838_0001_2	B003C0139_20210709181838_0001	6/29/23	KAW		Iasis cylindrica	Linear	2000	0.2781	49			5.068	3.745	47					
A001C0165_20210709184012_0001	B003C0161_20210709184012_0001	6/29/23	KAW		Iasis cylindrica	Linear	3117	0.4333	89			2.797	1.861	1					
A001C0165_20210709184012_0001	B003C0161_20210709184012_0001	6/29/23	KAW		Iasis cylindrica	Linear	3117	0.4333	89			3.971	2.246	2					
A001C0165_20210709184012_0001	B003C0161_20210709184012_0001	6/29/23	KAW		Iasis cylindrica	Linear	3117	0.4333	89			3.625	2.846	3					
A001C0165_20210709184012_0001	B003C0161_20210709184012_0001	6/29/23	KAW		Iasis cylindrica	Linear	1474	0.2049	24			4.443	2.979	1					
A001C0165_20210709184012_0001	B003C0161_20210709184012_0001	6/29/23	KAW		Iasis cylindrica	Linear	1474	0.2049	24			4.881	3.085	2					
A001C0165_20210709184012_0001	B003C0161_20210709184012_0001	6/29/23	KAW		Iasis cylindrica	Linear	1474	0.2049	24			4.07	3.613	3					
A001C0148_20210709182423_0001	B003C0144_20210709182423_0001	6/29/23	KAW		Iasis cylindrica	Linear	200	0.0278	10			10.877	4.409	1					
A001C0148_20210709182423_0001	B003C0144_20210709182423_0001	6/29/23	KAW		Iasis cylindrica	Linear	200	0.0278	10			8.635	4.781	2					
A001C0148_20210709182423_0001	B003C0144_20210709182423_0001	6/29/23	KAW		Iasis cylindrica	Linear	200	0.0278	10			9.27	4.461	3					
A001C0209_20210710141857_0001	B003C0205_20210710141857_0001	6/30/23	ABP		Cyclosalpa bakeri	Whorl	1693	0.2354	4							144.324			Cluster
A001C0214_20210710142543_0001	B003C0210_20210710142543_0001	6/30/23	ABP		Cyclosalpa bakeri	Whorl	2146	0.2984	6							190.615			
A001C0223_20210917230616_0001	B003C0220_20210917230617_0001	6/30/23	ABP		Brooksia rostrata	Bipinnate	519	0.0722	35							24.462			
A001C0294_20210920202610_0001	B003C0287_20210920202611_0001	7/10/23	ABP		Brooksia rostrata	Bipinnate	2877	0.4	17							95.999			
A001C0294_20210920202610_0001	B003C0287_20210920202611_0001	7/10/23	ABP		Brooksia rostrata	Bipinnate	525	0.073	17							68.725			
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	7/10/23	ABP		Iasis cylindrica	Linear	3100	0.431	13					1				166.497	
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	7/10/23	ABP		Iasis cylindrica	Linear	3100	0.431	13					2				165.133	
A001C0336_20210921222915_0001	B003C0312_20210921222916_0001	7/10/23	ABP		Iasis cylindrica	Linear	3100	0.431	13					3				163.105	
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	7/10/23	ABP		Iasis cylindrica	Linear	1208	0.1679	12					1				170.037	
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	7/10/23	ABP		Iasis cylindrica	Linear	1208	0.1679	12					2				164.342	
A001C0339_20210921223812_0001	B003C0315_20210921223812_0001	7/10/23	ABP		Iasis cylindrica	Linear	1208	0.1679	12					3				167.24	
A001C0354_20210922222311_0001	B003C0330_20210922222312_0001	7/14	ABP		Iasis cylindrica	Linear	1320	0.1835	19					1			17.994		
A001C0354_20210922222311_0001	B003C0330_20210922222312_0001	7/14	ABP		Iasis cylindrica	Linear	1320	0.1835	19					2			16.337		
A001C0354_20210922222311_0001	B003C0330_20210922222312_0001	7/14	ABP		Iasis cylindrica	Linear	1320	0.1835	19					3			17.14		
A001C0355_20210922222503_0001	B003C0331_20210922222504_0001	7/14	ABP		Iasis cylindrica	Linear	640	0.089						1					
A001C0355_20210922222503_0001	B003C0331_20210922222504_0001	7/14	ABP		Iasis cylindrica	Linear	640	0.089						2					
A001C0355_20210922222503_0001	B003C0331_20210922222504_0001	7/14	ABP		Iasis cylindrica	Linear	640	0.089						3					
A001C0361_20210922223430_0001	B003C0337_20210922223431_0001	7/14	ABP		Iasis cylindrica	Linear			36					1			14.287		
A001C0361_20210922223430_0001	B003C0337_20210922223431_0001	7/14	ABP		Iasis cylindrica	Linear								2			17.399		
A001C0361_20210922223430_0001	B003C0337_20210922223431_0001	7/14	ABP		Iasis cylindrica	Linear								3			26.825		
A002C0020_20220420230151_0001	B004C0020_20220420230154_0001	7/14	ABP		Iasis cylindrica	Linear	120	0.0334						2			19.178		
A002C0020_20220420230151_0001	B004C0020_20220420230154_0001	7/14	ABP		Iasis cylindrica	Linear	120	0.0334						3			15.266		
A002C0020_20220420230151_0001	B004C0020_20220420230154_0001	7/14	ABP		Iasis cylindrica	Linear	120	0.0334						4			17.729		
A001C0357_20210922222753_0001	B003C0333_20210922222754_0001	7/24/23	KAW		Soestia zonaria?	Linear	290	0.0403	7	28.574	28.574	6.499	4.37	1					
A001C0357_20210922222753_0001	B003C0333_20210922222754_0001	7/24/23	KAW		Soestia zonaria?	Linear	290	0.0403	7	28.574	28.574	6.316	3.666	2					
A001C0357_20210922222753_0001	B003C0333_20210922222754_0001	7/24/23	KAW		Soestia zonaria?	Linear	290	0.0403	7	28.574	28.574	8.002	4.171	3					
A002C0045_20220421224748_0001	B004C0045_20220421224751_0001	8/11/23	ABP		Iasis cylindrica	Linear	2445	0.6798						20			29.388		
A002C0045_20220421224748_0001	B004C0045_20220421224751_0001	8/11/23	ABP		Iasis cylindrica	Linear	2445	0.6798						25			24.038		
A002C0045_20220421224748_0001	B004C0045_20220421224751_0001	8/11/23	ABP		Iasis cylindrica	Linear	2445	0.6798						30			36.149		
A001C0093_20210708143858_0001	B003C0089_20210708143858_0001	10/13/23	ABP		Iasis cylindrica	Linear	460	0.1279	75	142.928	142.928						14.222		
A001C0115_20210709170736_0001	B003C0111_20210709170736_0001	10/14/23	ABP		Brooksia rostrata	Bipinnate	2113	0.2938	20	86.16	86.16						10.435		
A001C0143_20210709181838_0001_1	B003C0139_20210709181838_0001	10/16/23	ABP		Brooksia rostrata	Bipinnate	445	0.0619	11	36.31	36.31						27.983		
A001C0143_20210709181838_0001_2	B003C0139_20210709181838_0002	10/16/23	ABP		Iasis cylindrica	Linear	1941	0.2699	49	186.512	186.512								
A001C0148_20210709182423_0001	B003C0144_20210709182423_0001	10/16/23	ABP		Iasis cylindrica	Linear	160	0.0222	10	62.172	62.172								
A001C0165_20210709184012_0001_1	B003C0161_20210709184012_0001	10/16/23	ABP		Iasis cylindrica	Linear	1454	0.2021	24	58.122	58.122								
A001C0165_20210709184012_0001_2	B003C0161_20210709184012_0002	10/16/23	ABP		Iasis cylindrica	Linear	3074	0.4274	89	191.096	191.096								
A001C0192_20210710135057_0001	B003C0188_20210710135057_0001	10/16/23	ABP		Iasis cylindrica	Linear	1802	0.2505	3	27.359	27.359								
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	1554	0.216	4		11.422								
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	0	0	4	7.024									
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	5	0.0007	4			8.44		1					
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	5	0.0007	4			8.29		2					
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	5	0.0007	4			7.925		3					
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	1554	0.216	4				4.664	1					
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	1554	0.216	4				4.945	2					
A001C0207_20210710141533_0001	B003C0203_20210710141533_0001	10/16/23	ABP		Cyclosalpa bakeri	Whorl	1554	0.216	4				3.467	3					
A001C0115_20210709170736_0001	B003C0111_20210709170736_0001	10/17/23	ABP		Brooksia rostrata	Bipinnate	2113	0.2938	20			11.964	5.376	1					
A001C0115_20210709170736_0001	B003C0111_20210709170736_0001	10/17/23	ABP		Brooksia rostrata	Bipinnate	2113	0.2938	20			10.62	4.264	3					
A001C0115_20210709170736_0001	B003C0111_20210709170736_0001	10/17/23	ABP		Brooksia rostrata	Bipinnate	2113	0.2938	20			11.605	4.86	5					
A001C0114_20210709170545_0001	B003C0110_20210709170546_0001	10/17/23	ABP		Brooksia rostrata	Bipinnate	422	0.0587	33			6.902	3.4	31					
A001C0114_20210709170545_0001	B003C0110_20210709170546_0001	10/17/23	ABP		Brooksia rostrata	Bipinnate	422	0.0587	33			6.527	3.202	30					
A001C0114_20210709170545_0001	B003C0110_20210709170546_0001	10/17/23	ABP		Brooksia rostrata	Bipinnate	422	0.0587	33			5.268	2.674	29					
A001C0114_20210709170545_0001	B003C0110_20210709170546_0001	10/17/23	ABP		Brooksia rostrata	Bipinnate	481	0.0669	33	119.819	119.819								
A001C0210_20210710142059_0001_1	B003C0206_20210710142059_0001	10/17/23	ABP		Cyclosalpa bakeri	Whorl	0	0	6		6.879								
A001C0210_20210710142059_0001_1	B003C0206_20210710142059_0001	10/17/23	ABP		Cyclosalpa bakeri	Whorl	1000	0.139	6	4.783									
A001C0247_20210918223147_0001_1	B003C0244_20210918223148_0001	10/18/23	ABP		Cyclosalpa sewelli	Cluster	561	0.078	7		42.215								
A001C0247_20210918223147_0001_1	B003C0244_20210918223148_0001	10/18/23	ABP		Cyclosalpa sewelli	Cluster	735	0.1022	7	17.071									
A001C0247_20210918223147_0001_2	B003C0244_20210918223148_0001	10/18/23	ABP		Soestia zonaria	Linear	2193	0.3049	8	118.909	118.909								
A001C0252_20210918223920_0001	B003C0249_20210918223921_0001	10/18/23	ABP		Soestia zonaria	Linear	718	0.0998	8	119.61	119.61								
A001C0262_20210919202019_0001	B003C0255_20210919202020_0001	10/18/23	ABP		Cyclosalpa sewelli	Cluster	612	0.0851	7		54.04								
A001C0262_20210919202019_0001	B003C0255_20210919202020_0001	10/18/23	ABP		Cyclosalpa sewelli	Cluster	453	0.063	7	15.189									
A001C0274_20210919203457_0001	B003C0267_20210919203458_0001	10/18/23	ABP		Cyclosalpa sewelli	Cluster	1893	0.2632	7	18.995	66.552								
A001C0277_20210919221557_0001	B003C0270_20210919221559_0001	10/18/23	ABP		Iasis cylindrica	Linear	101	0.014	120	427.327	427.327								
A001C0279_20210919221855_0001	B003C0272_20210919221857_0001	10/18/23	ABP		Iasis cylindrica	Linear	449	0.0624	12	83.796	83.796								
A001C0320_20210921215927_0001	B003C0296_20210921215927_0001	10/18/23	ABP		Salpa maxima	Linear	2511	0.3491	2	102.969	102.969								
A001C0326_20210921220800_0001	B003C0302_20210921220801_0001	10/18/23	ABP		Cyclosalpa sewelli	Cluster	1270	0.1766	2	25.946	43.57								
A001C0330_20210921221301_0001	B003C0306_20210921221301_0001	10/18/23	ABP		Cyclosalpa bakeri	Whorl	347	0.0482	11	6.118	15.621								
A001C0334_20210921222327_0001	B003C0310_20210921222328_0001	10/18/23	ABP		Salpa aspera	Linear	1900	0.2642	8	144.839	144.839								
A001C0346_20210922220601_0001	B003C0322_20210922220602_0001	10/18/23	ABP		Iasis cylindrica	Linear	793	0.1102	36	190.629	40.024								
A001C0348_20210922220852_0001	B003C0324_20210922220853_0001	10/18/23	ABP		Ritteriella sp.	Bipinnate	120	0.0167	38	483.024	483.024								
A001C0351_20210922221355_0001	B003C0327_20210922221356_0001	10/18/23	ABP		Cyclosalpa sewelli	Cluster	1998	0.2778	4	22.62	50.759								
A001C0352_20210922221526_0001	B003C0328_20210922221527_0001	10/18/23	ABP		Pegea sp.	Transversal	0	0	4		62.847								
A001C0352_20210922221526_0001	B003C0328_20210922221527_0001	10/18/23	ABP		Pegea sp.	Transversal	700	0.0973	4	35.355									
A001C0354_20210922222311_0001	B003C0330_20210922222312_0001	10/18/23	ABP		Iasis cylindrica	Linear	168	0.0234	19	114.723	114.723								
A001C0355_20210922222503_0001	B003C0331_20210922222504_0001	10/18/23	ABP		Iasis cylindrica	Linear	1000	0.139	77	281.056	281.056								
A001C0361_20210922223430_0001	B003C0337_20210922223431_0001	10/18/23	ABP		Iasis cylindrica	Linear	830	0.1154	36	140.539	140.539								
A002C0089_20220422230510_0001	B004C0089_20220422230512_0001	10/19/23	ABP		Iasis cylindrica	Linear	20	0.0056	9	67.776	67.776								
A001C0122_20210709171630_0001	B003C0118_20210709171631_0001	10/19/23	SMB		Iasis cylindrica	Linear	0	0	9	50.879	50.879								
A001C0128_20210709172016_0001	B003C0124_20210709172017_0001	10/19/23	SMB		lasis cylindrica	Linear	20	0.0028	73	163.551	163.551								
A001C0147_20210709182345_0001	B003C0143_20210709182345_0001	10/19/23	SMB		lasis cylindrica	Linear	1341	0.1864	30	82.955	82.955								
A001C0164_20210709183900_0001_1	B003C0160_20210709183900_0001	10/19/23	SMB		lasis cylindrica	Linear	20	0.0028	44	228.814	228.814								
A001C0164_20210709183900_0001_3	B003C0160_20210709183900_0001	10/19/23	SMB		lasis cylindrica	Linear	4438	0.617	134	211.553	211.553								
A001C0166_20210709184051_0001	B003C0162_20210709184051_0001	10/19/23	SMB		lasis cylindrica	Linear	1332	0.1852	94	147.876	147.876								
A001C0167_20210709184129_0001	B003C0163_20210709184129_0001	10/19/23	SMB		lasis cylindrica	Linear	0	0	19	225.126	225.126								
A001C0169_20210709184226_0001	B003C0165_20210709184226_0001	10/19/23	SMB		lasis cylindrica	Linear	261	0.0363	13	107.15	107.15								
A001C0170_20210709184247_0001_1	B003C0166_20210709184247_0001	10/19/23	SMB		lasis cylindrica	Linear	178	0.0247	14	49.399	49.399								
A001C0170_20210709184247_0001_2	B003C0166_20210709184247_0001	10/19/23	SMB		lasis cylindrica	Linear	1270	0.1766	46	110.658	110.658								
A001C0171_20210709184313_0001_2	B003C0167_20210709184313_0001	10/19/23	ABP	153	Iasis cylindrica	Linear	1305	0.1814	153	305.659	305.659								
A001C0171_20210709184313_0001_2	B003C0167_20210709184313_0001	10/19/23	ABP	153	Iasis cylindrica	Linear	1411	0.1962	153			4.387	3.277	1					
A001C0171_20210709184313_0001_2	B003C0167_20210709184313_0001	10/19/23	ABP	153	Iasis cylindrica	Linear	1411	0.1962	153			3.963	2.431	2					
A001C0171_20210709184313_0001_2	B003C0167_20210709184313_0001	10/19/23	ABP	153	Iasis cylindrica	Linear			153			4.269	2.102	3					
A001C0171_20210709184313_0001_3	B003C0167_20210709184313_0001	10/19/23	ABP	72	Iasis cylindrica	Linear	0	0	72	171.305	171.305								
A001C0171_20210709184313_0001_3	B003C0167_20210709184313_0001	10/19/23	ABP	72	Iasis cylindrica	Linear	707	0.0983	72			4.384		1					
A001C0171_20210709184313_0001_3	B003C0167_20210709184313_0001	10/19/23	ABP	72	Iasis cylindrica	Linear	707	0.0983	72			4.149		2					
A001C0171_20210709184313_0001_3	B003C0167_20210709184313_0001	10/19/23	ABP	72	Iasis cylindrica	Linear	707	0.0983	72			4.15		3					
A001C0171_20210709184313_0001_3	B003C0167_20210709184313_0001	10/19/23	ABP	72	Iasis cylindrica	Linear	667	0.0983	72				2.968	1					
A001C0171_20210709184313_0001_3	B003C0167_20210709184313_0001	10/19/23	ABP	72	Iasis cylindrica	Linear	667	0.0983	72				2.305	2					
A001C0171_20210709184313_0001_3	B003C0167_20210709184313_0001	10/19/23	ABP	72	Iasis cylindrica	Linear	667	0.0983	72				2.466	3					
A001C0172_20210709184345_0001_1	B003C0168_20210709184345_0001	10/19/23	ABP	14	Iasis cylindrica	Linear	0	0	14	106.122	106.122								
A001C0172_20210709184345_0001_1	B003C0168_20210709184345_0001	10/19/23	ABP	14	Iasis cylindrica	Linear	0	0	14			12.926	5.286	1					
A001C0172_20210709184345_0001_1	B003C0168_20210709184345_0001	10/19/23	ABP	14	Iasis cylindrica	Linear	0	0	14			11.145	4.979	2					
A001C0172_20210709184345_0001_1	B003C0168_20210709184345_0001	10/19/23	ABP	14	Iasis cylindrica	Linear	0	0	14			12.903	5.855	3					
A001C0172_20210709184345_0001_2	B003C0168_20210709184345_0001	10/19/23	ABP	10	Iasis cylindrica	Linear	1651	0.2295	10	65.42	65.42								
A001C0172_20210709184345_0001_2	B003C0168_20210709184345_0001	10/19/23	ABP	10	Iasis cylindrica	Linear	1651	0.2295	10			8.295	4.276	1					
A001C0172_20210709184345_0001_2	B003C0168_20210709184345_0001	10/19/23	ABP	10	Iasis cylindrica	Linear	1651	0.2295	10			8.593	4.67	2					
A001C0172_20210709184345_0001_2	B003C0168_20210709184345_0001	10/19/23	ABP	10	Iasis cylindrica	Linear	1651	0.2295	10			9.328	3.953	3					
A001C0173_20210709184408_0001	B003C0169_20210709184408_0001	10/19/23	ABP	25	Iasis cylindrica	Linear	598	0.0831	25	154.422	154.422								
A001C0173_20210709184408_0001	B003C0169_20210709184408_0001	10/19/23	ABP	25	Iasis cylindrica	Linear	568	0.079	25			12.964	6.301	1					
A001C0173_20210709184408_0001	B003C0169_20210709184408_0001	10/19/23	ABP	25	Iasis cylindrica	Linear	568	0.079	25			7.203	6.949	2					
A001C0173_20210709184408_0001	B003C0169_20210709184408_0001	10/19/23	ABP	25	Iasis cylindrica	Linear	568	0.079	25			9.449	5.713	3					
A001C0178_20210709184853_0001	B003C0174_20210709184853_0001	10/19/23	ABP	47	Iasis cylindrica	Linear	1067	0.1483	47	264.595	264.595								
A001C0178_20210709184853_0001	B003C0174_20210709184853_0001	10/19/23	ABP		Iasis cylindrica	Linear	1382	0.1921	47			11.129	3.892	47					
A001C0178_20210709184853_0001	B003C0174_20210709184853_0001	10/19/23	ABP		Iasis cylindrica	Linear	1382	0.1921	47			8.556	3.565	46					
A001C0178_20210709184853_0001	B003C0174_20210709184853_0001	10/19/23	ABP		Iasis cylindrica	Linear	1382	0.1921	47			9.952	3.767	45					
A001C0179_20210709184957_0001	B003C0175_20210709184957_0001	10/19/23	ABP	11	Iasis cylindrica	Linear	5532	0.7691	11	74.54	74.54								
A001C0179_20210709184957_0001	B003C0175_20210709184957_0001	10/19/23	ABP	38	Iasis cylindrica	Linear	5532	0.7691	11			12.45	5.628	11					
A001C0179_20210709184957_0001	B003C0175_20210709184957_0001	10/19/23	ABP		Iasis cylindrica	Linear	5532	0.7691	11			10.541	5.719	10					
A001C0179_20210709184957_0001	B003C0175_20210709184957_0001	10/19/23	ABP		Iasis cylindrica	Linear	5532	0.7691	11			9.727	6.283	9					
A001C0189_20210710130016_0001	B003C0185_20210710130016_0001	10/19/23	ABP		Iasis cylindrica	Linear	1280	0.178	38	122.635	122.635								
A001C0189_20210710130016_0001	B003C0185_20210710130016_0001	10/19/23	ABP		Iasis cylindrica	Linear	1162	0.1615	38			5.165	2.366	1					
A001C0189_20210710130016_0001	B003C0185_20210710130016_0001	10/19/23	ABP		Iasis cylindrica	Linear	1162	0.1615	38			4.881	2.647	2					
A001C0189_20210710130016_0001	B003C0185_20210710130016_0001	10/19/23	ABP		Iasis cylindrica	Linear	1162	0.1615	38			5.202	2.344	3					
A002C0018_20220420225725_0001	B004C0018_20220420225728_0001	10/19/23	ABP		Ritteriella amboinensis	Bipinnate	194	0.0539	10	158.799	158.799								
A002C0018_20220420225725_0001	B004C0018_20220420225728_0001	10/19/23	ABP		Ritteriella amboinensis	Bipinnate	194	0.0539	10			22.403	11.767	1					
A002C0018_20220420225725_0001	B004C0018_20220420225728_0001	10/19/23	ABP		Ritteriella amboinensis	Bipinnate	194	0.0539	10			19.75	10.747	2					
A002C0018_20220420225725_0001	B004C0018_20220420225728_0001	10/19/23	ABP		Ritteriella amboinensis	Bipinnate	194	0.0539	10			24.121	11.49	3					
A002C0019_20220420225823_0001	B004C0019_20220420225825_0001	10/19/23	ABP		Salpa maxima	Linear	2161	0.6009	2	136.037	136.037								
A002C0019_20220420225823_0001	B004C0019_20220420225825_0001	10/19/23	ABP		Salpa maxima	Linear	2161	0.6009	2			68.311	34.78	1					
A002C0019_20220420225823_0001	B004C0019_20220420225825_0001	10/19/23	ABP		Salpa maxima	Linear	2161	0.6009	2			78.716	35.24	2					
A002C0020_20220420230151_0001	B004C0020_20220420230154_0001	10/19/23	ABP		Iasis cylindrica	Linear	382	0.1062	32	168.073	168.073								
A002C0020_20220420230151_0001	B004C0020_20220420230154_0001	10/19/23	ABP		Iasis cylindrica	Linear	382	0.1062	32			10.352	6.234	1					
A002C0020_20220420230151_0001	B004C0020_20220420230154_0001	10/19/23	ABP		Iasis cylindrica	Linear	382	0.1062	32			10.142	6.844	2					
A002C0020_20220420230151_0001	B004C0020_20220420230154_0001	10/19/23	ABP		Iasis cylindrica	Linear	382	0.1062	32			9.095	7.656	3					
A002C0035_20220421223821_0001	B004C0035_20220421223824_0001	10/19/23	ABP		Metcalfina hexagona	Linear	1167	0.3245	22	317.453	317.453								
A002C0035_20220421223821_0001	B004C0035_20220421223824_0001	10/19/23	ABP		Metcalfina hexagona	Linear	492	0.1368	22			30.057	12.198	1					
